Host,Dopant,Eseg,fcc_facet,cn,pauly_eneg_host,pauly_eneg_dopant,diff_pauly_eneg,CEb_host,CEb_dopant,diff_CEb,diff_CEb/cn,gordy_eneg_host,gordy_eneg_dopant,diff_gordy_eneg,r_host,r_dopant,diff_r,EA_host,EA_dopant,diff_EA,IP_host,IP_dopant,diff_IP,CEb_host/CN,CEb_dopant/CN,CEb_host/sqrtCN,CEb_dopant/sqrtCN,diff_CEb/sqrtCN,CEb_host*CN,CEb_dopant*CN,diff_CEb*CN,density_host,density_dopant,diff_density,lattice_const_host,lattice_const_dopant,diff_lattice_const,dipole_polar_host,dipole_polar_dopant,diff_dipole_polar
Rh,Ag,-0.65,100,8,2.28,1.93,0.34999999999999987,-5.7,-2.52,-3.18,-0.3975,0.0243999999999999,0.026171875,-0.0017718750000000998,1.73,1.65,0.08000000000000007,1.137,1.30199999999999,-0.16499999999999004,7.4589,7.576234,-0.1173340000000005,-0.7125,-0.315,-2.0152543263816605,-0.8909545442950498,-1.1242997820866107,-45.6,-20.16,-25.44,12.41,10.5,1.9100000000000001,3.8,4.09,-0.29000000000000004,66.0,55.0,11.0
Rh,Au,-0.76,100,8,2.28,2.4,-0.1200000000000001,-5.7,-3.03,-2.6700000000000004,-0.33375000000000005,0.0243999999999999,0.0270161290322581,-0.002616129032258198,1.73,1.74,-0.010000000000000009,1.137,2.30863,-1.17163,7.4589,9.225553,-1.7666529999999998,-0.7125,-0.37875,-2.0152543263816605,-1.0712667734976193,-0.9439875528840411,-45.6,-24.24,-21.360000000000003,12.41,19.3,-6.890000000000001,3.8,4.08,-0.28000000000000025,66.0,36.0,30.0
Pd,Ni,0.0997,100,8,2.2,1.91,0.29000000000000026,-3.74,-4.68,0.9399999999999995,0.11749999999999994,0.054166667,0.0336363636363636,0.0205303033636364,1.69,1.49,0.19999999999999996,0.562,1.156,-0.5939999999999999,8.33686,7.639877,0.6969829999999995,-0.4675,-0.585,-1.3222896808188438,-1.654629867976521,0.3323401871576772,-29.92,-37.44,7.519999999999996,12.02,8.902,3.1180000000000003,3.89,3.52,0.3700000000000001,26.14,49.0,-22.86
Pd,Rh,0.224,100,8,2.2,2.28,-0.07999999999999963,-3.74,-5.7,1.96,0.245,0.054166667,0.0243999999999999,0.0297666670000001,1.69,1.73,-0.040000000000000036,0.562,1.137,-0.575,8.33686,7.4589,0.8779599999999999,-0.4675,-0.7125,-1.3222896808188438,-2.0152543263816605,0.6929646455628167,-29.92,-45.6,15.68,12.02,12.41,-0.39000000000000057,3.89,3.8,0.0900000000000003,26.14,66.0,-39.86
Pd,Ir,0.552,100,8,2.2,2.2,0.0,-3.74,-7.19,3.45,0.43125,0.054166667,0.0290983606557376,0.025068306344262402,1.69,1.8,-0.1100000000000001,0.562,1.5638,-1.0018,8.33686,8.96702,-0.63016,-0.4675,-0.89875,-1.3222896808188438,-2.5420488783656383,1.2197591975467945,-29.92,-57.52,27.6,12.02,22.42,-10.400000000000002,3.89,3.84,0.050000000000000266,26.14,54.0,-27.86
Pd,Pt,0.216,100,8,2.2,2.2,0.0,-3.74,-5.42,1.6799999999999997,0.20999999999999996,0.054166667,0.0260162601626016,0.0281504068373984,1.69,1.77,-0.08000000000000007,0.562,2.128,-1.566,8.33686,8.95883,-0.621970000000001,-0.4675,-0.6775,-1.3222896808188438,-1.9162593770155436,0.5939696961966998,-29.92,-43.36,13.439999999999998,12.02,21.45,-9.43,3.89,3.92,-0.029999999999999805,26.14,48.0,-21.86
Ir,Cu,-0.495,100,8,2.2,1.9,0.30000000000000027,-7.19,-3.48,-3.7100000000000004,-0.46375000000000005,0.0290983606557376,0.0299107142857142,-0.0008123536299766004,1.8,1.45,0.3500000000000001,1.5638,1.235,0.3288,8.96702,7.72638,1.24064,-0.89875,-0.435,-2.5420488783656383,-1.2303657992645927,-1.3116830791010456,-57.52,-27.84,-29.680000000000003,22.42,8.96,13.46,3.84,3.61,0.22999999999999998,54.0,46.5,7.5
Ir,Rh,-0.22,100,8,2.2,2.28,-0.07999999999999963,-7.19,-5.7,-1.4900000000000002,-0.18625000000000003,0.0290983606557376,0.0243999999999999,0.004698360655737699,1.8,1.73,0.07000000000000006,1.5638,1.137,0.42680000000000007,8.96702,7.4589,1.50812,-0.89875,-0.7125,-2.5420488783656383,-2.0152543263816605,-0.5267945519839778,-57.52,-45.6,-11.920000000000002,22.42,12.41,10.010000000000002,3.84,3.8,0.040000000000000036,54.0,66.0,-12.0
Ir,Pd,-0.95,100,8,2.2,2.2,0.0,-7.19,-3.74,-3.45,-0.43125,0.0290983606557376,0.0541666666666666,-0.025068306010929,1.8,1.69,0.1100000000000001,1.5638,0.562,1.0018,8.96702,8.33686,0.63016,-0.89875,-0.4675,-2.5420488783656383,-1.3222896808188438,-1.2197591975467945,-57.52,-29.92,-27.6,22.42,12.02,10.400000000000002,3.84,3.89,-0.050000000000000266,54.0,26.14,27.86
Ir,Au,-1.96,100,8,2.2,2.4,-0.19999999999999973,-7.19,-3.03,-4.16,-0.52,0.0290983606557376,0.0270161290322581,0.002082231623479501,1.8,1.74,0.06000000000000005,1.5638,2.30863,-0.7448299999999999,8.96702,9.225553,-0.2585329999999999,-0.89875,-0.37875,-2.5420488783656383,-1.0712667734976193,-1.470782104868019,-57.52,-24.24,-33.28,22.42,19.3,3.120000000000001,3.84,4.08,-0.2400000000000002,54.0,36.0,18.0
Pt,Ni,0.923,100,8,2.2,1.91,0.29000000000000026,-5.42,-4.68,-0.7400000000000002,-0.09250000000000003,0.0260162601626016,0.0336363636363636,-0.0076201034737620015,1.77,1.49,0.28,2.128,1.156,0.9720000000000002,8.95883,7.639877,1.3189530000000005,-0.6775,-0.585,-1.9162593770155436,-1.654629867976521,-0.2616295090390226,-43.36,-37.44,-5.920000000000002,21.45,8.902,12.548,3.92,3.52,0.3999999999999999,48.0,49.0,-1.0
Pt,Cu,0.721,100,8,2.2,1.9,0.30000000000000027,-5.42,-3.48,-1.94,-0.2425,0.0260162601626016,0.0299107142857142,-0.0038944541231125986,1.77,1.45,0.32000000000000006,2.128,1.235,0.893,8.95883,7.72638,1.232450000000001,-0.6775,-0.435,-1.9162593770155436,-1.2303657992645927,-0.685893577750951,-43.36,-27.84,-15.52,21.45,8.96,12.489999999999998,3.92,3.61,0.31000000000000005,48.0,46.5,1.5
Pt,Ir,1.08,100,8,2.2,2.2,0.0,-5.42,-7.19,1.7700000000000005,0.22125000000000006,0.0260162601626016,0.0290983606557376,-0.003082100493135998,1.77,1.8,-0.030000000000000027,2.128,1.5638,0.5642,8.95883,8.96702,-0.008189999999999031,-0.6775,-0.89875,-1.9162593770155436,-2.5420488783656383,0.6257895013500947,-43.36,-57.52,14.160000000000004,21.45,22.42,-0.9700000000000024,3.92,3.84,0.08000000000000007,48.0,54.0,-6.0
Pt,Au,-0.458,100,8,2.2,2.4,-0.19999999999999973,-5.42,-3.03,-2.39,-0.29875,0.0260162601626016,0.0270161290322581,-0.000999868869656497,1.77,1.74,0.030000000000000027,2.128,2.30863,-0.18062999999999985,8.95883,9.225553,-0.26672299999999893,-0.6775,-0.37875,-1.9162593770155436,-1.0712667734976193,-0.8449926035179243,-43.36,-24.24,-19.12,21.45,19.3,2.1499999999999986,3.92,4.08,-0.16000000000000014,48.0,36.0,12.0
Ir,Pt,-0.783,100,8,2.2,2.2,0.0,-7.19,-5.42,-1.7700000000000005,-0.22125000000000006,0.0290983606557376,0.0260162601626016,0.003082100493135998,1.8,1.77,0.030000000000000027,1.5638,2.128,-0.5642,8.96702,8.95883,0.008189999999999031,-0.89875,-0.6775,-2.5420488783656383,-1.9162593770155436,-0.6257895013500947,-57.52,-43.36,-14.160000000000004,22.42,21.45,0.9700000000000024,3.84,3.92,-0.08000000000000007,54.0,48.0,6.0
Rh,Ni,0.457,111,9,2.28,1.91,0.3699999999999999,-5.7,-4.68,-1.0200000000000005,-0.11333333333333338,0.0243999999999999,0.0336363636363636,-0.009236363636363702,1.73,1.49,0.24,1.137,1.156,-0.018999999999999906,7.4589,7.639877,-0.1809770000000004,-0.6333333333333333,-0.52,-1.9000000000000001,-1.5599999999999998,-0.3400000000000003,-51.300000000000004,-42.12,-9.180000000000007,12.41,8.902,3.508000000000001,3.8,3.52,0.2799999999999998,66.0,49.0,17.0
Ir,Ni,-0.00755,111,9,2.2,1.91,0.29000000000000026,-7.19,-4.68,-2.5100000000000007,-0.27888888888888896,0.0290983606557376,0.0336363636363636,-0.004538002980626003,1.8,1.49,0.31000000000000005,1.5638,1.156,0.40780000000000016,8.96702,7.639877,1.3271429999999995,-0.798888888888889,-0.52,-2.396666666666667,-1.5599999999999998,-0.8366666666666671,-64.71000000000001,-42.12,-22.59000000000001,22.42,8.902,13.518000000000002,3.84,3.52,0.31999999999999984,54.0,49.0,5.0
Rh,Ir,0.782,111,9,2.28,2.2,0.07999999999999963,-5.7,-7.19,1.4900000000000002,0.16555555555555557,0.0243999999999999,0.0290983606557376,-0.004698360655737699,1.73,1.8,-0.07000000000000006,1.137,1.5638,-0.42680000000000007,7.4589,8.96702,-1.50812,-0.6333333333333333,-0.798888888888889,-1.9000000000000001,-2.396666666666667,0.4966666666666668,-51.300000000000004,-64.71000000000001,13.410000000000004,12.41,22.42,-10.010000000000002,3.8,3.84,-0.040000000000000036,66.0,54.0,12.0
Pt,Pd,0.459,111,9,2.2,2.2,0.0,-5.42,-3.74,-1.6799999999999997,-0.18666666666666665,0.0260162601626016,0.0541666666666666,-0.028150406504064997,1.77,1.69,0.08000000000000007,2.128,0.562,1.566,8.95883,8.33686,0.621970000000001,-0.6022222222222222,-0.41555555555555557,-1.8066666666666666,-1.2466666666666668,-0.5599999999999998,-48.78,-33.660000000000004,-15.119999999999997,21.45,12.02,9.43,3.92,3.89,0.029999999999999805,48.0,26.14,21.86
Ir,Ag,-1.51,111,9,2.2,1.93,0.27000000000000024,-7.19,-2.52,-4.67,-0.5188888888888888,0.0290983606557376,0.026171875,0.002926485655737599,1.8,1.65,0.15000000000000013,1.5638,1.30199999999999,0.26180000000001,8.96702,7.576234,1.3907859999999994,-0.798888888888889,-0.28,-2.396666666666667,-0.84,-1.556666666666667,-64.71000000000001,-22.68,-42.03000000000001,22.42,10.5,11.920000000000002,3.84,4.09,-0.25,54.0,55.0,-1.0
Pt,Ag,-0.0249,111,9,2.2,1.93,0.27000000000000024,-5.42,-2.52,-2.9,-0.3222222222222222,0.0260162601626016,0.026171875,-0.00015561483739839899,1.77,1.65,0.1200000000000001,2.128,1.30199999999999,0.8260000000000101,8.95883,7.576234,1.3825960000000004,-0.6022222222222222,-0.28,-1.8066666666666666,-0.84,-0.9666666666666667,-48.78,-22.68,-26.1,21.45,10.5,10.95,3.92,4.09,-0.16999999999999993,48.0,55.0,-7.0
Rh,Cu,0.0855,111,9,2.28,1.9,0.3799999999999999,-5.7,-3.48,-2.22,-0.2466666666666667,0.0243999999999999,0.0299107142857142,-0.005510714285714299,1.73,1.45,0.28,1.137,1.235,-0.09800000000000009,7.4589,7.72638,-0.26747999999999994,-0.6333333333333333,-0.38666666666666666,-1.9000000000000001,-1.16,-0.7400000000000002,-51.300000000000004,-31.32,-19.980000000000004,12.41,8.96,3.4499999999999993,3.8,3.61,0.18999999999999995,66.0,46.5,19.5
Rh,Pd,0.0316,111,9,2.28,2.2,0.07999999999999963,-5.7,-3.74,-1.96,-0.21777777777777776,0.0243999999999999,0.0541666666666666,-0.029766666666666698,1.73,1.69,0.040000000000000036,1.137,0.562,0.575,7.4589,8.33686,-0.8779599999999999,-0.6333333333333333,-0.41555555555555557,-1.9000000000000001,-1.2466666666666668,-0.6533333333333333,-51.300000000000004,-33.660000000000004,-17.64,12.41,12.02,0.39000000000000057,3.8,3.89,-0.0900000000000003,66.0,26.14,39.86
Rh,Ag,-0.631,111,9,2.28,1.93,0.34999999999999987,-5.7,-2.52,-3.18,-0.35333333333333333,0.0243999999999999,0.026171875,-0.0017718750000000998,1.73,1.65,0.08000000000000007,1.137,1.30199999999999,-0.16499999999999004,7.4589,7.576234,-0.1173340000000005,-0.6333333333333333,-0.28,-1.9000000000000001,-0.84,-1.06,-51.300000000000004,-22.68,-28.620000000000005,12.41,10.5,1.9100000000000001,3.8,4.09,-0.29000000000000004,66.0,55.0,11.0
Rh,Au,-0.777,111,9,2.28,2.4,-0.1200000000000001,-5.7,-3.03,-2.6700000000000004,-0.2966666666666667,0.0243999999999999,0.0270161290322581,-0.002616129032258198,1.73,1.74,-0.010000000000000009,1.137,2.30863,-1.17163,7.4589,9.225553,-1.7666529999999998,-0.6333333333333333,-0.33666666666666667,-1.9000000000000001,-1.01,-0.8900000000000001,-51.300000000000004,-27.27,-24.030000000000005,12.41,19.3,-6.890000000000001,3.8,4.08,-0.28000000000000025,66.0,36.0,30.0
Pd,Ni,0.251,111,9,2.2,1.91,0.29000000000000026,-3.74,-4.68,0.9399999999999995,0.1044444444444444,0.054166667,0.0336363636363636,0.0205303033636364,1.69,1.49,0.19999999999999996,0.562,1.156,-0.5939999999999999,8.33686,7.639877,0.6969829999999995,-0.41555555555555557,-0.52,-1.2466666666666668,-1.5599999999999998,0.313333333333333,-33.660000000000004,-42.12,8.459999999999994,12.02,8.902,3.1180000000000003,3.89,3.52,0.3700000000000001,26.14,49.0,-22.86
Pd,Rh,0.246,111,9,2.2,2.28,-0.07999999999999963,-3.74,-5.7,1.96,0.21777777777777776,0.054166667,0.0243999999999999,0.0297666670000001,1.69,1.73,-0.040000000000000036,0.562,1.137,-0.575,8.33686,7.4589,0.8779599999999999,-0.41555555555555557,-0.6333333333333333,-1.2466666666666668,-1.9000000000000001,0.6533333333333333,-33.660000000000004,-51.300000000000004,17.64,12.02,12.41,-0.39000000000000057,3.89,3.8,0.0900000000000003,26.14,66.0,-39.86
Pd,Ir,0.424,111,9,2.2,2.2,0.0,-3.74,-7.19,3.45,0.38333333333333336,0.054166667,0.0290983606557376,0.025068306344262402,1.69,1.8,-0.1100000000000001,0.562,1.5638,-1.0018,8.33686,8.96702,-0.63016,-0.41555555555555557,-0.798888888888889,-1.2466666666666668,-2.396666666666667,1.1500000000000001,-33.660000000000004,-64.71000000000001,31.050000000000004,12.02,22.42,-10.400000000000002,3.89,3.84,0.050000000000000266,26.14,54.0,-27.86
Pd,Pt,0.15,111,9,2.2,2.2,0.0,-3.74,-5.42,1.6799999999999997,0.18666666666666665,0.054166667,0.0260162601626016,0.0281504068373984,1.69,1.77,-0.08000000000000007,0.562,2.128,-1.566,8.33686,8.95883,-0.621970000000001,-0.41555555555555557,-0.6022222222222222,-1.2466666666666668,-1.8066666666666666,0.5599999999999998,-33.660000000000004,-48.78,15.119999999999997,12.02,21.45,-9.43,3.89,3.92,-0.029999999999999805,26.14,48.0,-21.86
Ir,Cu,-0.0477,111,9,2.2,1.9,0.30000000000000027,-7.19,-3.48,-3.7100000000000004,-0.41222222222222227,0.0290983606557376,0.0299107142857142,-0.0008123536299766004,1.8,1.45,0.3500000000000001,1.5638,1.235,0.3288,8.96702,7.72638,1.24064,-0.798888888888889,-0.38666666666666666,-2.396666666666667,-1.16,-1.236666666666667,-64.71000000000001,-31.32,-33.39000000000001,22.42,8.96,13.46,3.84,3.61,0.22999999999999998,54.0,46.5,7.5
Ir,Rh,-0.0565,111,9,2.2,2.28,-0.07999999999999963,-7.19,-5.7,-1.4900000000000002,-0.16555555555555557,0.0290983606557376,0.0243999999999999,0.004698360655737699,1.8,1.73,0.07000000000000006,1.5638,1.137,0.42680000000000007,8.96702,7.4589,1.50812,-0.798888888888889,-0.6333333333333333,-2.396666666666667,-1.9000000000000001,-0.4966666666666668,-64.71000000000001,-51.300000000000004,-13.410000000000004,22.42,12.41,10.010000000000002,3.84,3.8,0.040000000000000036,54.0,66.0,-12.0
Ir,Pd,-0.599,111,9,2.2,2.2,0.0,-7.19,-3.74,-3.45,-0.38333333333333336,0.0290983606557376,0.0541666666666666,-0.025068306010929,1.8,1.69,0.1100000000000001,1.5638,0.562,1.0018,8.96702,8.33686,0.63016,-0.798888888888889,-0.41555555555555557,-2.396666666666667,-1.2466666666666668,-1.1500000000000001,-64.71000000000001,-33.660000000000004,-31.050000000000004,22.42,12.02,10.400000000000002,3.84,3.89,-0.050000000000000266,54.0,26.14,27.86
Ir,Au,-1.71,111,9,2.2,2.4,-0.19999999999999973,-7.19,-3.03,-4.16,-0.46222222222222226,0.0290983606557376,0.0270161290322581,0.002082231623479501,1.8,1.74,0.06000000000000005,1.5638,2.30863,-0.7448299999999999,8.96702,9.225553,-0.2585329999999999,-0.798888888888889,-0.33666666666666667,-2.396666666666667,-1.01,-1.386666666666667,-64.71000000000001,-27.27,-37.44000000000001,22.42,19.3,3.120000000000001,3.84,4.08,-0.2400000000000002,54.0,36.0,18.0
Pt,Ni,0.904,111,9,2.2,1.91,0.29000000000000026,-5.42,-4.68,-0.7400000000000002,-0.08222222222222225,0.0260162601626016,0.0336363636363636,-0.0076201034737620015,1.77,1.49,0.28,2.128,1.156,0.9720000000000002,8.95883,7.639877,1.3189530000000005,-0.6022222222222222,-0.52,-1.8066666666666666,-1.5599999999999998,-0.2466666666666668,-48.78,-42.12,-6.660000000000004,21.45,8.902,12.548,3.92,3.52,0.3999999999999999,48.0,49.0,-1.0
Pt,Cu,0.783,111,9,2.2,1.9,0.30000000000000027,-5.42,-3.48,-1.94,-0.21555555555555556,0.0260162601626016,0.0299107142857142,-0.0038944541231125986,1.77,1.45,0.32000000000000006,2.128,1.235,0.893,8.95883,7.72638,1.232450000000001,-0.6022222222222222,-0.38666666666666666,-1.8066666666666666,-1.16,-0.6466666666666667,-48.78,-31.32,-17.46,21.45,8.96,12.489999999999998,3.92,3.61,0.31000000000000005,48.0,46.5,1.5
Pt,Ir,0.914,111,9,2.2,2.2,0.0,-5.42,-7.19,1.7700000000000005,0.1966666666666667,0.0260162601626016,0.0290983606557376,-0.003082100493135998,1.77,1.8,-0.030000000000000027,2.128,1.5638,0.5642,8.95883,8.96702,-0.008189999999999031,-0.6022222222222222,-0.798888888888889,-1.8066666666666666,-2.396666666666667,0.5900000000000003,-48.78,-64.71000000000001,15.930000000000007,21.45,22.42,-0.9700000000000024,3.92,3.84,0.08000000000000007,48.0,54.0,-6.0
Pt,Au,-0.346,111,9,2.2,2.4,-0.19999999999999973,-5.42,-3.03,-2.39,-0.26555555555555554,0.0260162601626016,0.0270161290322581,-0.000999868869656497,1.77,1.74,0.030000000000000027,2.128,2.30863,-0.18062999999999985,8.95883,9.225553,-0.26672299999999893,-0.6022222222222222,-0.33666666666666667,-1.8066666666666666,-1.01,-0.7966666666666666,-48.78,-27.27,-21.51,21.45,19.3,2.1499999999999986,3.92,4.08,-0.16000000000000014,48.0,36.0,12.0
Ir,Pt,-0.676,111,9,2.2,2.2,0.0,-7.19,-5.42,-1.7700000000000005,-0.1966666666666667,0.0290983606557376,0.0260162601626016,0.003082100493135998,1.8,1.77,0.030000000000000027,1.5638,2.128,-0.5642,8.96702,8.95883,0.008189999999999031,-0.798888888888889,-0.6022222222222222,-2.396666666666667,-1.8066666666666666,-0.5900000000000003,-64.71000000000001,-48.78,-15.930000000000007,22.42,21.45,0.9700000000000024,3.84,3.92,-0.08000000000000007,54.0,48.0,6.0
Rh,Pt,0.246,111,9,2.28,2.2,0.07999999999999963,-5.7,-5.42,-0.28000000000000025,-0.031111111111111138,0.0243999999999999,0.0260162601626016,-0.0016162601626017008,1.73,1.77,-0.040000000000000036,1.137,2.128,-0.9910000000000001,7.4589,8.95883,-1.4999300000000009,-0.6333333333333333,-0.6022222222222222,-1.9000000000000001,-1.8066666666666666,-0.09333333333333349,-51.300000000000004,-48.78,-2.520000000000003,12.41,21.45,-9.04,3.8,3.92,-0.1200000000000001,66.0,48.0,18.0
Pd,Cu,-0.00514,111,9,2.2,1.9,0.30000000000000027,-3.74,-3.48,-0.26000000000000023,-0.028888888888888915,0.054166667,0.0299107142857142,0.0242559527142858,1.69,1.45,0.24,0.562,1.235,-0.673,8.33686,7.72638,0.6104799999999999,-0.41555555555555557,-0.38666666666666666,-1.2466666666666668,-1.16,-0.08666666666666689,-33.660000000000004,-31.32,-2.3400000000000034,12.02,8.96,3.0599999999999987,3.89,3.61,0.28000000000000025,26.14,46.5,-20.36
Pd,Ag,-0.425,111,9,2.2,1.93,0.27000000000000024,-3.74,-2.52,-1.2200000000000002,-0.13555555555555557,0.054166667,0.026171875,0.027994792,1.69,1.65,0.040000000000000036,0.562,1.30199999999999,-0.73999999999999,8.33686,7.576234,0.7606259999999994,-0.41555555555555557,-0.28,-1.2466666666666668,-0.84,-0.40666666666666684,-33.660000000000004,-22.68,-10.980000000000004,12.02,10.5,1.5199999999999996,3.89,4.09,-0.19999999999999973,26.14,55.0,-28.86
Pd,Au,-0.557,111,9,2.2,2.4,-0.19999999999999973,-3.74,-3.03,-0.7100000000000004,-0.07888888888888894,0.054166667,0.0270161290322581,0.027150537967741903,1.69,1.74,-0.050000000000000044,0.562,2.30863,-1.74663,8.33686,9.225553,-0.888693,-0.41555555555555557,-0.33666666666666667,-1.2466666666666668,-1.01,-0.2366666666666668,-33.660000000000004,-27.27,-6.390000000000004,12.02,19.3,-7.280000000000001,3.89,4.08,-0.18999999999999995,26.14,36.0,-9.86
Pt,Rh,0.751,111,9,2.2,2.28,-0.07999999999999963,-5.42,-5.7,0.28000000000000025,0.031111111111111138,0.0260162601626016,0.0243999999999999,0.0016162601626017008,1.77,1.73,0.040000000000000036,2.128,1.137,0.9910000000000001,8.95883,7.4589,1.4999300000000009,-0.6022222222222222,-0.6333333333333333,-1.8066666666666666,-1.9000000000000001,0.09333333333333349,-48.78,-51.300000000000004,2.520000000000003,21.45,12.41,9.04,3.92,3.8,0.1200000000000001,48.0,66.0,-18.0
Pd,V,0.654,111,9,2.2,1.63,0.5700000000000003,-3.74,-5.25,1.5099999999999998,0.16777777777777775,0.054166667,0.0220149253731343,0.0321517416268657,1.69,1.71,-0.020000000000000018,0.562,0.525,0.03700000000000003,8.33686,6.746187,1.5906729999999998,-0.41555555555555557,-0.5833333333333334,-1.2466666666666668,-1.75,0.5033333333333332,-33.660000000000004,-47.25,13.589999999999996,12.02,6.11,5.909999999999999,3.89,3.02,0.8700000000000001,26.14,87.0,-60.86
Pd,Cr,0.378,111,9,2.2,1.66,0.5400000000000003,-3.74,-4.05,0.3099999999999996,0.0344444444444444,0.054166667,0.021311475409836,0.03285519159016401,1.69,1.66,0.030000000000000027,0.562,0.665999999999999,-0.10399999999999898,8.33686,6.76651,1.5703499999999995,-0.41555555555555557,-0.44999999999999996,-1.2466666666666668,-1.3499999999999999,0.10333333333333306,-33.660000000000004,-36.449999999999996,2.789999999999992,12.02,7.18,4.84,3.89,2.88,1.0100000000000002,26.14,83.0,-56.86
Pd,Fe,0.307,111,9,2.2,1.83,0.3700000000000001,-3.74,-4.89,1.1499999999999995,0.1277777777777777,0.054166667,0.0293103448275862,0.024856322172413802,1.69,1.56,0.1299999999999999,0.562,0.151,0.41100000000000003,8.33686,7.9024678,0.43439219999999956,-0.41555555555555557,-0.5433333333333333,-1.2466666666666668,-1.63,0.3833333333333331,-33.660000000000004,-44.01,10.349999999999994,12.02,7.874,4.146,3.89,2.87,1.02,26.14,62.0,-35.86
Pd,Nb,0.894,111,9,2.2,1.6,0.6000000000000001,-3.74,-6.79,3.05,0.33888888888888885,0.054166667,0.0166666666666666,0.0375000003333334,1.69,1.98,-0.29000000000000004,0.562,0.917406,-0.355406,8.33686,6.75885,1.57801,-0.41555555555555557,-0.7544444444444445,-1.2466666666666668,-2.263333333333333,1.0166666666666664,-33.660000000000004,-61.11,27.449999999999996,12.02,8.57,3.4499999999999993,3.89,3.3,0.5900000000000003,26.14,98.0,-71.86
Pd,Mo,1.01,111,9,2.2,2.16,0.040000000000000036,-3.74,-6.35,2.6099999999999994,0.2899999999999999,0.054166667,0.0188405797101449,0.035326087289855104,1.69,1.9,-0.20999999999999996,0.562,0.748,-0.18599999999999994,8.33686,7.09243,1.2444299999999995,-0.41555555555555557,-0.7055555555555555,-1.2466666666666668,-2.1166666666666667,0.8699999999999999,-33.660000000000004,-57.15,23.489999999999995,12.02,10.22,1.799999999999999,3.89,3.15,0.7400000000000002,26.14,87.0,-60.86
Pd,W,1.1,111,9,2.2,1.7,0.5000000000000002,-3.74,-8.47,4.73,0.5255555555555556,0.054166667,0.0226277372262773,0.031538929773722704,1.69,1.93,-0.24,0.562,0.81626,-0.25425999999999993,8.33686,7.86403,0.4728300000000001,-0.41555555555555557,-0.9411111111111112,-1.2466666666666668,-2.8233333333333337,1.5766666666666669,-33.660000000000004,-76.23,42.57,12.02,19.3,-7.280000000000001,3.89,3.16,0.73,26.14,68.0,-41.86
Pd,Ta,0.93,111,9,2.2,1.5,0.7000000000000002,-3.74,-8.58,4.84,0.5377777777777778,0.054166667,0.0202054794520548,0.0339611875479452,1.69,2.0,-0.31000000000000005,0.562,0.322,0.24000000000000005,8.33686,7.54957,0.7872899999999996,-0.41555555555555557,-0.9533333333333334,-1.2466666666666668,-2.86,1.613333333333333,-33.660000000000004,-77.22,43.559999999999995,12.02,16.654,-4.634,3.89,3.31,0.5800000000000001,26.14,74.0,-47.86
Pt,V,1.71,111,9,2.2,1.63,0.5700000000000003,-5.42,-5.25,-0.16999999999999993,-0.018888888888888882,0.0260162601626016,0.0220149253731343,0.004001334789467303,1.77,1.71,0.06000000000000005,2.128,0.525,1.6030000000000002,8.95883,6.746187,2.212643000000001,-0.6022222222222222,-0.5833333333333334,-1.8066666666666666,-1.75,-0.05666666666666664,-48.78,-47.25,-1.5300000000000011,21.45,6.11,15.34,3.92,3.02,0.8999999999999999,48.0,87.0,-39.0
Pt,Cr,1.22,111,9,2.2,1.66,0.5400000000000003,-5.42,-4.05,-1.37,-0.15222222222222223,0.0260162601626016,0.021311475409836,0.004704784752765603,1.77,1.66,0.1100000000000001,2.128,0.665999999999999,1.462000000000001,8.95883,6.76651,2.1923200000000005,-0.6022222222222222,-0.44999999999999996,-1.8066666666666666,-1.3499999999999999,-0.4566666666666668,-48.78,-36.449999999999996,-12.330000000000005,21.45,7.18,14.27,3.92,2.88,1.04,48.0,83.0,-35.0
Pt,Fe,1.2,111,9,2.2,1.83,0.3700000000000001,-5.42,-4.89,-0.5300000000000002,-0.058888888888888914,0.0260162601626016,0.0293103448275862,-0.003294084664984598,1.77,1.56,0.20999999999999996,2.128,0.151,1.977,8.95883,7.9024678,1.0563622000000006,-0.6022222222222222,-0.5433333333333333,-1.8066666666666666,-1.63,-0.17666666666666675,-48.78,-44.01,-4.770000000000003,21.45,7.874,13.576,3.92,2.87,1.0499999999999998,48.0,62.0,-14.0
Pt,Nb,1.68,111,9,2.2,1.6,0.6000000000000001,-5.42,-6.79,1.37,0.15222222222222223,0.0260162601626016,0.0166666666666666,0.009349593495935001,1.77,1.98,-0.20999999999999996,2.128,0.917406,1.210594,8.95883,6.75885,2.199980000000001,-0.6022222222222222,-0.7544444444444445,-1.8066666666666666,-2.263333333333333,0.45666666666666655,-48.78,-61.11,12.329999999999998,21.45,8.57,12.879999999999999,3.92,3.3,0.6200000000000001,48.0,98.0,-50.0
Pt,Mo,1.84,111,9,2.2,2.16,0.040000000000000036,-5.42,-6.35,0.9299999999999997,0.1033333333333333,0.0260162601626016,0.0188405797101449,0.007175680452456701,1.77,1.9,-0.1299999999999999,2.128,0.748,1.3800000000000001,8.95883,7.09243,1.8664000000000005,-0.6022222222222222,-0.7055555555555555,-1.8066666666666666,-2.1166666666666667,0.31000000000000005,-48.78,-57.15,8.369999999999997,21.45,10.22,11.229999999999999,3.92,3.15,0.77,48.0,87.0,-39.0
